article_id,title,text,summary,url,source_name,published_at,fetched_at,source_dataset,label,label_id
01e0c1917b04b4f9ea237647e06e2a49,Nebraska’s ‘blue dot’ becomes the center of a closely watched Democratic primary fight - CNN,"Nebraska’s ‘blue dot’ becomes the center of a closely watched Democratic primary fight - CNN. Omaha may be a blue dot in a sea of Nebraska red, but that point of political pride has sparked a bitter divide among Democrats in one of the nation’s most closely watched congressional races.. Omaha may be a blue dot in a sea of Nebraska red, but that point of political pride has sparked a bitter divide among Democrats in one of the nations most closely watched congressional races.
In the… [+6201 chars]","Omaha may be a blue dot in a sea of Nebraska red, but that point of political pride has sparked a bitter divide among Democrats in one of the nation’s most closely watched congressional races.",https://www.cnn.com/2026/05/09/politics/nebraska-primary-blue-dot-democrats-don-bacon,CNN,2026-05-09T09:00:50Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
2569e7b21669d8105b652805e9593d7e,Canvas outage delays college finals across the country - Axios,"Canvas outage delays college finals across the country - Axios. The  shutdown forced colleges to reorganize or scratch finals.. Driving the news: With caps and gowns already purchased at campuses across the country, several universities announced that the shutdown forced them to reorganize or scratch finals.
<ul><li>Penn Sta… [+1942 chars]",The  shutdown forced colleges to reorganize or scratch finals.,https://www.axios.com/2026/05/08/canvas-cyberattack-outage-finals-colleges-universities,Axios,2026-05-09T06:40:36Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
e36a5656ded1c50722bd9a05b7bec0c3,WWE SmackDown recap & reactions: From families to funerals - Cageside Seats,"WWE SmackDown recap & reactions: From families to funerals - Cageside Seats. The Backlash go home did an okay job getting us PLE-ready. But TKO was TKO-ing, and much of the show failed to impress.. Its been a while since Ive done one of these. I didnt look, but Im guessing its at least been a couple years since Ive been a fill-in recapper/reviewer. Its been more than five since I was the regula… [+17808 chars]","The Backlash go home did an okay job getting us PLE-ready. But TKO was TKO-ing, and much of the show failed to impress.",https://www.cagesideseats.com/wwe/440739/wwe-smackdown-recap-review-may-8-2026-backlash-go-home-trick-williams-sami-zayn-lil-yachty-gingerbread-man-funeral,Cageside Seats,2026-05-09T06:15:00Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
5fd82da07fff028cff8d035e24c46abe,3 things to watch in Spurs-Timberwolves Game 3 - NBA,"3 things to watch in Spurs-Timberwolves Game 3 - NBA. Both teams look to sprint out of the gates in Game 3 while San Antonio attempts to grab back home-court advantage.. Anthony Edwards, still recovering from a bruised and hyperextended left knee, has combined for just 30 points in Games 1 and 2.
 Download the NBA App
Thirty-eight points normally is enough to win a… [+5122 chars]",Both teams look to sprint out of the gates in Game 3 while San Antonio attempts to grab back home-court advantage.,https://www.nba.com/news/3-things-to-watch-spurs-timberwolves-game-3,Heat.com,2026-05-09T06:00:34Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
7842dfc4d1e0c20160c890339814b348,China says April exports jump 14.1% from a year ago ahead of Trump-Xi summit - AP News,"China says April exports jump 14.1% from a year ago ahead of Trump-Xi summit - AP News. China says exports have risen 14.1% in April from a year earlier, despite the Iran war and lingering impacts from higher U.S. tariffs. The data were released Saturday, just days ahead of a planned meeting next week between President Donald Trump and Chinese l…. HONG KONG (AP) Chinas exports rose 14.1% in April from a year earlier, the government said Saturday, despite the Iran war and lingering impacts from higher U.S. tariffs.
The data were released just … [+3034 chars]","China says exports have risen 14.1% in April from a year earlier, despite the Iran war and lingering impacts from higher U.S. tariffs. The data were released Saturday, just days ahead of a planned meeting next week between President Donald Trump and Chinese l…",https://apnews.com/article/china-trade-exports-growth-april-4e17ad3271e7391a27a247698cddd6f8,Associated Press,2026-05-09T05:35:00Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
522a00f75edbce7e5eeeee31081c7279,‘Not Available For All’—Apple Changes iPhone Messaging Next Week - Forbes,"‘Not Available For All’—Apple Changes iPhone Messaging Next Week - Forbes. Apple changes iPhone after 15 years — here's what you need to know.. NurPhoto via Getty Images
Its finally here almost. Almost 18-months after the FBI warned Americans to stop texting between iPhone and Android, Apple has fixed the problem. Next week, iOS 26.5 should… [+2173 chars]",Apple changes iPhone after 15 years — here's what you need to know.,https://www.forbes.com/sites/zakdoffman/2026/05/09/not-available-for-all-apple-changes-iphone-messaging-next-week/,Forbes,2026-05-09T04:43:28Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
fd653f487d7b601c5435b30f58628c9a,Trump says Russia and Ukraine have agreed to his request for a 3-day ceasefire - NPR,"Trump says Russia and Ukraine have agreed to his request for a 3-day ceasefire - NPR. President Volodymyr Zelenskyy and Yuri Ushakov, President Vladimir Putin's foreign affairs adviser, both confirmed the agreement for a three-day ceasefire and an exchange of prisoners.. WASHINGTON President Donald Trump said Friday that the leaders of Russia and Ukraine have agreed to his request for a three-day ceasefire and an exchange of prisoners, adding that such a halt to host… [+3955 chars]","President Volodymyr Zelenskyy and Yuri Ushakov, President Vladimir Putin's foreign affairs adviser, both confirmed the agreement for a three-day ceasefire and an exchange of prisoners.",https://www.npr.org/2026/05/09/nx-s1-5816478/trump-russia-ukraine-ceasefire,NPR,2026-05-09T04:04:26Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
082bc62c5e21310b6871a26be4dc4e3d,"'RHOBH' star Dorit Kemsley spent $1 million on luxury items, ex claims in court filings - Entertainment Weekly","'RHOBH' star Dorit Kemsley spent $1 million on luxury items, ex claims in court filings - Entertainment Weekly. 'Real Housewives of Beverly Hills' star Dorit Kemsley 'recklessly' spent $1 million on luxury items while family struggled to pay mortgage, claims ex-husband PK Kemsley.. Dorit Kemsley might be Unburdened, but her ex-husband claims hes been the one shouldering her financial responsibilities.
Paul ""PK"" Kemsley alleges in a memorandum relating to their family home that… [+3202 chars]","'Real Housewives of Beverly Hills' star Dorit Kemsley 'recklessly' spent $1 million on luxury items while family struggled to pay mortgage, claims ex-husband PK Kemsley.",https://ew.com/rhobh-star-dorit-kemsley-spent-usd1-million-on-luxury-items-ex-claims-11970935,Entertainment Weekly,2026-05-09T02:23:08Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
5b7f552242ce41c29443be40fde2ccd5,Holly Madison Shares Details About 'Really Weird' Group Sex Nights with Hugh Hefner at the Playboy Mansion - Just Jared,"Holly Madison Shares Details About 'Really Weird' Group Sex Nights with Hugh Hefner at the Playboy Mansion - Just Jared. Holly Madison is reflecting on some of the NSFW and ""weird"" details of living at the Playboy Mansion with Hugh Hefner. The 47-year-old author and. Credit: Getty Images
Holly Madison is reflecting on some of the NSFW and “weird” details of living at the Playboy Mansion with Hugh Hefner.
The 47-year-old author and television personality visited… [+1201 chars]","Holly Madison is reflecting on some of the NSFW and ""weird"" details of living at the Playboy Mansion with Hugh Hefner. The 47-year-old author and",https://www.justjared.com/2026/05/08/holly-madison-shares-details-about-really-weird-group-sex-nights-with-hugh-hefner-at-the-playboy-mansion/,Just Jared,2026-05-09T02:11:45Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
2717e2896122e24778c88de28d4202eb,Summer House's Ciara Miller Accuses West Wilson of Sleeping With Jennifer Fessler - Reality Blurb,"Summer House's Ciara Miller Accuses West Wilson of Sleeping With Jennifer Fessler - Reality Blurb. Summer House star Ciara Miller did not hold back after Real Housewives of New Jersey alum Jennifer Fessler came to West…. 343Credit: Bedder/Bravo, Todd Williamson/Bravo via Getty Images
Summer House star Ciara Miller did not hold back after Real Housewives of New Jersey alum Jennifer Fessler came to West Wilson‘s defen… [+3801 chars]",Summer House star Ciara Miller did not hold back after Real Housewives of New Jersey alum Jennifer Fessler came to West…,https://realityblurb.com/2026/05/08/summer-house-star-ciara-miller-accuses-west-wilson-of-sleeping-with-jennifer-fessler-after-rhonj-alum-defended-west/,Reality Blurb,2026-05-09T00:41:19Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
eb129dd7dad7a3c928c4d888177081c8,115 people sickened in norovirus outbreak on cruise ship: CDC - ABC7 Los Angeles,"115 people sickened in norovirus outbreak on cruise ship: CDC - ABC7 Los Angeles. According to the CDC, 102 passengers and 13 crew were reported sick.. More than 100 people have been sickened in a norovirus outbreak on board a Caribbean Princess cruise, according to the Centers for Disease Control and Prevention.
According to the agency, 102 passen… [+1451 chars]","According to the CDC, 102 passengers and 13 crew were reported sick.",https://abcnews.com/International/115-people-sickened-norovirus-outbreak-cruise-ship-cdc/story?id=132788971,Abcnews.com,2026-05-08T23:00:16Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
f2f00b67ee0ee4914a53de1d8d38476a,Makary thought his job as FDA commissioner was safe – until the moment it wasn’t - Politico,"Makary thought his job as FDA commissioner was safe – until the moment it wasn’t - Politico. HHS pushed President Donald J. Trump to oust the top drug regulator, according to a White House official.. Its been senior leadership at HHS ... who has been pushing Makarys ouster, the White House official said. The decision was not something the White House was leading on.
HHS has not responded to a re… [+5637 chars]","HHS pushed President Donald J. Trump to oust the top drug regulator, according to a White House official.",https://www.politico.com/news/2026/05/08/makary-leave-as-fda-commissioner-white-house-source-00911981,Politico,2026-05-08T22:27:33Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
ed75fd8c1f834408a6f5dfd579482c6e,UFO files spanning decades are released by Defense Department - NPR,UFO files spanning decades are released by Defense Department - NPR. Cold War reports of mysterious rotating saucers; recent sightings of metallic elliptical objects floating in mid-air. Those and other reports of unidentified anomalous phenomena or UAPs — the military's term for UFOs — are described in documents released Frid…. Cold War reports of mysterious rotating saucers; recent sightings of metallic elliptical objects floating in mid-air. Those and other reports of unidentified anomalous phenomena or UAPs the military'… [+4255 chars],Cold War reports of mysterious rotating saucers; recent sightings of metallic elliptical objects floating in mid-air. Those and other reports of unidentified anomalous phenomena or UAPs — the military's term for UFOs — are described in documents released Frid…,https://www.npr.org/2026/05/08/g-s1-121186/ufo-files-released-defense-department,NPR,2026-05-08T19:39:45Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
a53eb4fd0d632beec8d40dd46109b341,Moderna (MRNA) Stock Surges 14% on Hantavirus Vaccine. Here’s What Investors Should Know - TipRanks,Moderna (MRNA) Stock Surges 14% on Hantavirus Vaccine. Here’s What Investors Should Know - TipRanks. Moderna ($MRNA) shares are surging 14% at the time of writing as investors react to the hantavirus and the biotech company’s early vaccine work. The virus has been back in. Story Highlights<ul><li>Moderna shares are surging 14% at the time of writing.</li><li>This comes as investors react to the hantavirus and the biotech companys early vaccine work.</li></ul>,Moderna ($MRNA) shares are surging 14% at the time of writing as investors react to the hantavirus and the biotech company’s early vaccine work. The virus has been back in,https://www.tipranks.com/news/moderna-mrna-stock-surges-14-on-hantavirus-vaccine-heres-what-investors-should-know,Tipranks.com,2026-05-08T18:10:27Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
6ead60252301d82abc57f7bdcc19156a,"A ‘triple whammy’ of chaos has triggered a downward spiral in Antarctica, scientists discover - Yahoo","A ‘triple whammy’ of chaos has triggered a downward spiral in Antarctica, scientists discover - Yahoo. For decades, it seemed Antarctica might be insulated from rapid ice melting, but then sea ice began to decline dramatically. Scientists say they have figured.... For decades, it seemed Antarctica might be insulated from the kind of rapid ice melting unfolding in the Arctic. But in 2015, that changed when the sea ice fringing this vast, icy continent stopped e… [+4534 chars]","For decades, it seemed Antarctica might be insulated from rapid ice melting, but then sea ice began to decline dramatically. Scientists say they have figured...",https://www.cnn.com/2026/05/08/climate/antarctic-sea-ice-decline-winds-warming-ocean,CNN,2026-05-08T18:00:50Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
1471943ed24c062c6c2c5cbc0c23c729,Engineers at NASA's Jet Propulsion Lab make a breakthrough in rotor technology - Ars Technica,Engineers at NASA's Jet Propulsion Lab make a breakthrough in rotor technology - Ars Technica. Testing shows rotor blades won't disintegrate when they spin at supersonic speed..,Testing shows rotor blades won't disintegrate when they spin at supersonic speed.,https://arstechnica.com/space/2026/05/engineers-at-nasas-jet-propulsion-lab-make-a-breakthrough-in-rotor-technology/,Ars Technica,2026-05-08T15:46:27Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
b9335efd192cf843f6e2a055ea76abac,Spiral galaxy’s brilliant heart shines bright in a new picture from NASA’s Webb telescope - AP News,"Spiral galaxy’s brilliant heart shines bright in a new picture from NASA’s Webb telescope - AP News. A spiral galaxy's brilliant heart outshines everything within sight in a new picture from NASA's Webb Space Telescope. The image released this week depicts the Messier 77 galaxy 45 million light-years away. The galaxy's active nucleus is powered by a supermas…. CAPE CANAVERAL, Fla. (AP) A spiral galaxys brilliant heart outshines everything within sight in a new picture from NASAs Webb Space Telescope. 
The image released this week depicts the Messier 77 ga… [+753 chars]",A spiral galaxy's brilliant heart outshines everything within sight in a new picture from NASA's Webb Space Telescope. The image released this week depicts the Messier 77 galaxy 45 million light-years away. The galaxy's active nucleus is powered by a supermas…,https://apnews.com/article/webb-space-telescope-nasa-galaxy-photo-8a0ac1473e666f641a94b3151b121a47,Associated Press,2026-05-08T15:16:00Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
f1c24b621a64e9f3ee2ae3dbf8e4855d,iPhone 18 Pro’s new A20 chip rumored to bring two major upgrades - 9to5Mac,"iPhone 18 Pro’s new A20 chip rumored to bring two major upgrades - 9to5Mac. The A20 Pro chip for this fall’s iPhone 18 Pro and iPhone Ultra sounds like it could be extra special. Here are its two big rumored upgrades.. Every year, Apple has a new chip ready for its latest iPhones. But the A20 Pro chip for this falls iPhone 18 Pro and iPhone Ultra sounds like it could be extra special. Here are its two big rumored u… [+2075 chars]",The A20 Pro chip for this fall’s iPhone 18 Pro and iPhone Ultra sounds like it could be extra special. Here are its two big rumored upgrades.,https://9to5mac.com/2026/05/08/iphone-18-pros-new-a20-chip-rumored-to-bring-two-major-upgrades/,9to5Mac,2026-05-08T15:03:00Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
67af48b714abc930970bc1143a2391d7,Surge in fake citations uncovered by audit of 2.5 million biomedical science papers - Nature,"Surge in fake citations uncovered by audit of 2.5 million biomedical science papers - Nature. An analysis of 97 million citations has found that rates of fabricated citations have climbed steeply since 2023.. The reference integrity audit of 2.5 million biomedical papers spans 3 years of scientific publishing.Credit: Aramyan/Getty
An audit of 2.5 million academic papers has identified nearly 3,000 biomed… [+3125 chars]",An analysis of 97 million citations has found that rates of fabricated citations have climbed steeply since 2023.,https://www.nature.com/articles/d41586-026-00748-w,Nature.com,2026-05-08T11:31:58Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
ba907f2cd7d29852e5bf40ef53d15a14,NASA's Artemis 2 astronauts saw flashes on the far side of the moon that cameras struggle to capture. Here's why scientists are excited - Space,"NASA's Artemis 2 astronauts saw flashes on the far side of the moon that cameras struggle to capture. Here's why scientists are excited - Space. ""It's extremely difficult to capture impact flashes with a camera, which is one of the benefits of sending trained crew to observe the moon."".","""It's extremely difficult to capture impact flashes with a camera, which is one of the benefits of sending trained crew to observe the moon.""",https://www.space.com/space-exploration/artemis/nasas-artemis-2-astronauts-saw-flashes-on-the-far-side-of-the-moon-that-cameras-struggle-to-capture-heres-why-scientists-are-excited,Space.com,2026-05-08T10:00:00Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
87d26cd26747d76860a58e99c07ca6e6,Official One UI 8.5 leaves key Galaxy S26 features missing on the S25 - Sammy Fans,"Official One UI 8.5 leaves key Galaxy S26 features missing on the S25 - Sammy Fans. The official One UI 8.5 update has arrived, and it’s a bit disappointing for the Galaxy S25 series as it lacks some actually useful features from the S26 series. Samsung spent months marketing One UI 8.5 as the next era of Galaxy AI. The stable rollout landed…. On May 6, Samsung officially started the One UI 8.5 update rollout. The company confirmed the One UI 8.5 release through a press release, but a treasure of details is hidden inside announcements post… [+2832 chars]","The official One UI 8.5 update has arrived, and it’s a bit disappointing for the Galaxy S25 series as it lacks some actually useful features from the S26 series. Samsung spent months marketing One UI 8.5 as the next era of Galaxy AI. The stable rollout landed…",https://www.sammyfans.com/2026/05/08/official-one-ui-8-5-leaves-key-s26-features-missing/,Sammyfans.com,2026-05-08T08:59:55Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
8d46d677c7a717f2ebbe083e168b30aa,Infectious disease experts alarmed by Legionella infections at Bay Area hospital - SFGATE,"Infectious disease experts alarmed by Legionella infections at Bay Area hospital - SFGATE. On Monday, Kaiser Permanente Santa Clara Medical Center said it had recently confirmed 18 cases of legionella infections at the hospital.. A view of Kaiser Permanente Santa Clara Medical Center in Santa Clara, Calif. 
Image via Yelp user Pamela M. 
A waterborne bacteria at Kaiser Permanente Santa Clara Medical Center has infected 18 p… [+3652 chars]","On Monday, Kaiser Permanente Santa Clara Medical Center said it had recently confirmed 18 cases of legionella infections at the hospital.",https://www.sfgate.com/bayarea/article/legionella-infections-bay-area-hospital-22248142.php,SFGate,2026-05-08T00:28:33Z,2026-05-10T14:56:32.219870+00:00,newsapi,,
